name,province,district_city,kab_kota,country,coordinates_latitude,coordinates_longitude,current_ts,current_condition,current_humidity
Ungaran,Jawa Tengah,Kabupaten Semarang,Semarang,Indonesia,-7.13972,110.405,22/03/2020 13:00,Few clouds,62
Sragen,Jawa Tengah,Kabupaten Sragen,Sragen,Indonesia,-7.42639,111.02222,22/03/2020 13:00,Rain,66
Sukoharjo,Jawa Tengah,Kabupaten Sukoharjo,Sukoharjo,Indonesia,-7.6725,110.83806,22/03/2020 13:00,Rain,66
Slawi,Jawa Tengah,Kabupaten Tegal,Tegal,Indonesia,-6.9816,109.1407,22/03/2020 13:00,Rain,64
Temanggung,Jawa Tengah,Kabupaten Temanggung,Temanggung,Indonesia,-7.31917,110.19278,22/03/2020 13:00,Few clouds,62
Wonogiri,Jawa Tengah,Kabupaten Wonogiri,Wonogiri,Indonesia,-7.81444,110.92056,22/03/2020 13:00,Rain,70
Wonosobo,Jawa Tengah,Kabupaten Wonosobo,Wonosobo,Indonesia,-7.35889,109.90306,22/03/2020 13:00,Few clouds,62
Ngasem,Jawa Timur,Kabupaten Kediri,Kediri,Indonesia,-7.80583,112.04083,22/03/2020 13:00,Rain,70
Caruban,Jawa Timur,Kabupaten Madiun,Madiun,Indonesia,-7.5447,111.6566,22/03/2020 13:00,Rain,64
Mojosari,Jawa Timur,Kabupaten Mojokerto,Mojokerto,Indonesia,-7.5194,112.5597,22/03/2020 13:00,Rain,68
Bangil,Jawa Timur,Kabupaten Pasuruan,Pasuruan,Indonesia,-7.59939,112.8186,22/03/2020 13:00,Scattered clouds,72
Batu,Jawa Timur,Kota Batu,Batu,Indonesia,-7.87,112.52833,22/03/2020 13:00,Rain,79
Blitar,Jawa Timur,Kota Blitar,Blitar,Indonesia,-8.0983,112.1681,22/03/2020 13:00,Rain,70
Kediri,Jawa Timur,Kota Kediri,Kediri,Indonesia,-7.81667,112.01667,22/03/2020 13:00,Rain,70
Madiun,Jawa Timur,Kota Madiun,Madiun,Indonesia,-7.6298,111.5239,22/03/2020 13:00,Rain,64
Malang,Jawa Timur,Kota Malang,Malang,Indonesia,-7.9797,112.6304,22/03/2020 13:00,Rain,79
Mojokerto,Jawa Timur,Kota Mojokerto,Mojokerto,Indonesia,-7.4664,112.4338,22/03/2020 13:00,Rain,68
Pasuruan,Jawa Timur,Kota Pasuruan,Pasuruan,Indonesia,-7.6453,112.9075,22/03/2020 13:00,Scattered clouds,72
Probolinggo,Jawa Timur,Kota Probolinggo,Probolinggo,Indonesia,-7.7543,113.2159,22/03/2020 13:00,Rain,88
Surabaya,Jawa Timur,Kota Surabaya,Surabaya,Indonesia,-7.2800904,112.7946058,22/03/2020 14:00,Scattered clouds,72
Bangkalan,Jawa Timur,Kabupaten Bangkalan,Bangkalan,Indonesia,-7.0455,112.7351,22/03/2020 13:00,Broken clouds,62
Banyuwangi,Jawa Timur,Kabupaten Banyuwangi,Banyuwangi,Indonesia,-8.2325,114.35755,22/03/2020 13:00,Few clouds,73
Bojonegoro,Jawa Timur,Kabupaten Bojonegoro,Bojonegoro,Indonesia,-7.1502,111.8817,22/03/2020 13:00,Broken clouds,61
Bondowoso,Jawa Timur,Kabupaten Bondowoso,Bondowoso,Indonesia,-7.91346,113.82145,22/03/2020 13:00,Rain,82
Gresik,Jawa Timur,Kabupaten Gresik,Gresik,Indonesia,-7.15389,112.65611,22/03/2020 13:00,Broken clouds,62
Jember,Jawa Timur,Kabupaten Jember,Jember,Indonesia,-8.17211,113.69953,22/03/2020 13:00,Rain,80
Jombang,Jawa Timur,Kabupaten Jombang,Jombang,Indonesia,-7.54595,112.23307,22/03/2020 13:00,Broken clouds,66
Lamongan,Jawa Timur,Kabupaten Lamongan,Lamongan,Indonesia,-7.11667,112.41667,22/03/2020 13:00,Broken clouds,62
Lumajang,Jawa Timur,Kabupaten Lumajang,Lumajang,Indonesia,-8.1335,113.2248,22/03/2020 13:00,Rain,88
Magetan,Jawa Timur,Kabupaten Magetan,Magetan,Indonesia,-7.65667,111.33139,22/03/2020 13:00,Rain,64
Kepanjen,Jawa Timur,Kabupaten Malang,Malang,Indonesia,-8.1303,112.5727,22/03/2020 13:00,Rain,79
Nganjuk,Jawa Timur,Kabupaten Nganjuk,Nganjuk,Indonesia,-7.6051,111.9035,22/03/2020 13:00,Broken clouds,66
Pacitan,Jawa Timur,Kabupaten Pacitan,Pacitan,Indonesia,-8.19389,111.10333,22/03/2020 13:00,Rain,70
Pamekasan,Jawa Timur,Kabupaten Pamekasan,Pamekasan,Indonesia,-7.1568,113.4746,22/03/2020 13:00,Rain,69
Ponorogo,Jawa Timur,Kabupaten Ponorogo,Ponorogo,Indonesia,-7.8685,111.462,22/03/2020 13:00,Broken clouds,69
Kraksaan,Jawa Timur,Kabupaten Probolinggo,Probolinggo,Indonesia,-7.75845,113.39624,22/03/2020 13:00,Rain,80
Sampang,Jawa Timur,Kabupaten Sampang,Sampang,Indonesia,-7.1872,113.2394,22/03/2020 13:00,Rain,70
Sidoarjo,Jawa Timur,Kabupaten Sidoarjo,Sidoarjo,Indonesia,-7.4478,112.7183,22/03/2020 13:00,Rain,68
Situbondo,Jawa Timur,Kabupaten Situbondo,Situbondo,Indonesia,-7.70623,114.00976,22/03/2020 13:00,Broken clouds,75
Sumenep,Jawa Timur,Kabupaten Sumenep,Sumenep,Indonesia,-7.01667,113.86667,22/03/2020 13:00,Rain,66
Trenggalek,Jawa Timur,Kabupaten Trenggalek,Trenggalek,Indonesia,-8.0764,111.70641,22/03/2020 13:00,Broken clouds,69
Tuban,Jawa Timur,Kabupaten Tuban,Tuban,Indonesia,-6.8976,112.0649,22/03/2020 13:00,Broken clouds,61
Tulungagung,Jawa Timur,Kabupaten Tulungagung,Tulungagung,Indonesia,-8.0657,111.9025,22/03/2020 13:00,Rain,70
Singkawang,Kalimantan Barat,Kota Singkawang,Singkawang,Indonesia,0.90925,108.98463,22/03/2020 13:00,Broken clouds,72
Bengkayang,Kalimantan Barat,Kabupaten Bengkayang,Bengkayang,Indonesia,0.83194,109.43589,22/03/2020 13:00,Scattered clouds,41
Putussibau,Kalimantan Barat,Kabupaten Kapuas Hulu,Kapuas Hulu,Indonesia,0.83333,112.93333,22/03/2020 13:00,Broken clouds,48
Sukadana,Kalimantan Barat,Kabupaten Kayong Utara,Kayong Utara,Indonesia,-1.25,109.95,22/03/2020 13:00,Scattered clouds,68
Ketapang,Kalimantan Barat,Kabupaten Ketapang,Ketapang,Indonesia,-1.83862,109.97728,22/03/2020 13:00,Broken clouds,72
Sungai Raya,Kalimantan Barat,Kabupaten Kubu Raya,Kubu Raya,Indonesia,0.7,108.9,22/03/2020 13:00,Broken clouds,56
Ngabang,Kalimantan Barat,Kabupaten Landak,Landak,Indonesia,0.38333,109.95,22/03/2020 13:00,Few clouds,36
Nangah Pinoh,Kalimantan Barat,Kabupaten Melawi,Melawi,Indonesia,-0.33333,111.73333,22/03/2020 13:00,Rain,64
Mempawah,Kalimantan Barat,Kabupaten Mempawah,Mempawah,Indonesia,0.37102,108.97013,22/03/2020 13:00,Broken clouds,56
Sambas,Kalimantan Barat,Kabupaten Sambas,Sambas,Indonesia,1.33333,109.25,22/03/2020 13:00,Scattered clouds,46
Sanggau,Kalimantan Barat,Kabupaten Sanggau,Sanggau,Indonesia,0.13333,110.6,22/03/2020 13:00,Scattered clouds,41
Sekadau,Kalimantan Barat,Kabupaten Sekadau,Sekadau,Indonesia,0.01667,110.9,22/03/2020 13:00,Rain,54
Sintang,Kalimantan Barat,Kabupaten Sintang,Sintang,Indonesia,0.06667,111.5,22/03/2020 13:00,Rain,63
Banjarbaru,Kalimantan Selatan,Kota Banjarbaru,Banjarbaru,Indonesia,-3.4572422,114.8103181,22/03/2020 13:00,Rain,84
Banjarmasin,Kalimantan Selatan,Kota Banjarmasin,Banjarmasin,Indonesia,-3.31987,114.59075,22/03/2020 13:00,Rain,77
Paringin,Kalimantan Selatan,Kabupaten Balangan,Balangan,Indonesia,-2.3357,115.4749,22/03/2020 13:00,Rain,55
Martapura,Kalimantan Selatan,Kabupaten Banjar,Banjar,Indonesia,-3.4109,114.8642,22/03/2020 13:00,Rain,84
Marabahan,Kalimantan Selatan,Kabupaten Barito Kuala,Barito Kuala,Indonesia,-3.0136,114.7687,22/03/2020 13:00,Broken clouds,51
Kandangan,Kalimantan Selatan,Kabupaten Hulu Sungai Selatan,Hulu Sungai Selatan,Indonesia,-2.7837,115.2772,22/03/2020 13:00,Rain,66
Barabai,Kalimantan Selatan,Kabupaten Hulu Sungai Tengah,Hulu Sungai Tengah,Indonesia,-2.58333,115.38333,22/03/2020 13:00,Rain,55
Amuntai,Kalimantan Selatan,Kabupaten Hulu Sungai Utara,Hulu Sungai Utara,Indonesia,-2.41773,115.24941,22/03/2020 13:00,Rain,55
Tanjung,Kalimantan Selatan,Kabupaten Tabalong,Tabalong,Indonesia,-2.1709,115.4077,22/03/2020 13:00,Rain,60
Batulicin,Kalimantan Selatan,Kabupaten Tanah Bumbu,Tanah Bumbu,Indonesia,-3.42022,116.00611,22/03/2020 13:00,Rain,85
Pelaihari,Kalimantan Selatan,Kabupaten Tanah Laut,Tanah Laut,Indonesia,-3.7987,114.7788,22/03/2020 13:00,Broken clouds,62
Rantau,Kalimantan Selatan,Kabupaten Tapin,Tapin,Indonesia,-2.9334,115.1621,22/03/2020 13:00,Broken clouds,51
Tamiang Layang,Kalimantan Tengah,Kabupaten Barito Timur,Barito Timur,Indonesia,-2.1236,115.1958,22/03/2020 13:00,Broken clouds,52
Puruk Cahu,Kalimantan Tengah,Kabupaten Murung Raya,Murung Raya,Indonesia,-0.58333,114.58333,22/03/2020 13:00,Broken clouds,49
Palangkaraya,Kalimantan Tengah,Kota Palangka Raya,Palangka Raya,Indonesia,-2.2161048,113.913977,22/03/2020 13:00,Rain,48
Buntok,Kalimantan Tengah,Kabupaten Barito Selatan,Barito Selatan,Indonesia,-3.55,114.767,22/03/2020 13:00,Rain,84
Muara Teweh,Kalimantan Tengah,Kabupaten Barito Utara,Barito Utara,Indonesia,-0.9403,114.8939,22/03/2020 13:00,Broken clouds,55
Kualakapuas,Kalimantan Tengah,Kabupaten Kapuas,Kapuas,Indonesia,-3.00913,114.38759,22/03/2020 13:00,Rain,80
Pangkalan Bun,Kalimantan Tengah,Kabupaten Kotawaringin Barat,Kotawaringin Barat,Indonesia,-2.688962,111.622398,22/03/2020 13:00,Rain,67
Sampit,Kalimantan Tengah,Kabupaten Kotawaringin Timur,Kotawaringin Timur,Indonesia,-2.5315,112.9496,22/03/2020 13:00,Rain,86
Nanga Bulik,Kalimantan Tengah,Kabupaten Lamandau,Lamandau,Indonesia,-2.1624,111.4885,22/03/2020 13:00,Broken clouds,50
Pulang Pisau,Kalimantan Tengah,Kabupaten Pulang Pisau,Pulang Pisau,Indonesia,-2.7671,114.2406,22/03/2020 13:00,Rain,84
Kuala Pembuang,Kalimantan Tengah,Kabupaten Seruyan,Seruyan,Indonesia,-3.39228,112.55049,22/03/2020 13:00,Broken clouds,75
Ujoh Bilang,Kalimantan Timur,Kabupaten Mahakam Ulu,Mahakam Ulu,Indonesia,0.55,115.25,22/03/2020 13:00,Broken clouds,46
Tana Paser,Kalimantan Timur,Kabupaten Paser,Paser,Indonesia,-1.9051,116.1913,22/03/2020 13:00,Rain,88
Balikpapan,Kalimantan Timur,Kota Balikpapan,Balikpapan,Indonesia,-1.26753,116.82887,22/03/2020 13:00,Few clouds,79
Bontang,Kalimantan Timur,Kota Bontang,Bontang,Indonesia,0.1324,117.4854,22/03/2020 13:00,Broken clouds,71
Samarinda,Kalimantan Timur,Kota Samarinda,Samarinda,Indonesia,-0.4948232,117.1436154,22/03/2020 13:00,Broken clouds,46
Sendawar,Kalimantan Timur,Kabupaten Kutai Barat,Kutai Barat,Indonesia,-0.23639,115.69472,22/03/2020 13:00,Broken clouds,46
Sangatta,Kalimantan Timur,Kabupaten Kutai Timur,Kutai Timur,Indonesia,0.5049,117.5279,22/03/2020 13:00,Broken clouds,51
Penajam,Kalimantan Timur,Kabupaten Penajam Paser Utara,Penajam Paser Utara,Indonesia,-1.24919,116.76968,22/03/2020 13:00,Few clouds,79
Tanjung Selor,Kalimantan Utara,Kabupaten Bulungan,Bulungan,Indonesia,2.8375,117.36528,22/03/2020 13:00,Scattered clouds,71
Tarakan,Kalimantan Utara,Kota Tarakan,Tarakan,Indonesia,3.31332,117.59152,22/03/2020 13:00,Broken clouds,71
Malinau,Kalimantan Utara,Kabupaten Malinau,Malinau,Indonesia,3.58855,116.62391,22/03/2020 13:00,Broken clouds,43
Tideng Pale,Kalimantan Utara,Kabupaten Tana Tidung,Tana Tidung,Indonesia,3.60815,116.90668,22/03/2020 13:00,Broken clouds,48
Muntok,Kepulauan Bangka Belitung,Kabupaten Bangka Barat,Bangka Barat,Indonesia,-2.06719,105.16228,22/03/2020 13:00,Clear sky,68
Koba,Kepulauan Bangka Belitung,Kabupaten Bangka Tengah,Bangka Tengah,Indonesia,-2.49313,106.4081,22/03/2020 13:00,Rain,68
Manggar,Kepulauan Bangka Belitung,Kabupaten Belitung Timur,Belitung Timur,Indonesia,-2.88333,108.26667,22/03/2020 13:00,Few clouds,70
Pangkalpinang,Kepulauan Bangka Belitung,Kota Pangkalpinang,Pangkalpinang,Indonesia,-2.12914,106.11377,22/03/2020 13:00,Scattered clouds,57
Sungailiat,Kepulauan Bangka Belitung,Kabupaten Bangka,Bangka,Indonesia,-1.85442,106.12215,22/03/2020 13:00,Scattered clouds,57
Tanjung Pandan,Kepulauan Bangka Belitung,Kabupaten Belitung,Belitung,Indonesia,-2.73353,107.63477,22/03/2020 13:00,Clear sky,69
Kijang,Kepulauan Riau,Kabupaten Bintan,Bintan,Indonesia,0.9,104.63333,22/03/2020 13:00,Thunderstorm,70
Tarempa,Kepulauan Riau,Kabupaten Kepulauan Anambas,Kepulauan Anambas,Indonesia,3.21583,106.21722,22/03/2020 13:00,Clear sky,79
Daik Lingga,Kepulauan Riau,Kabupaten Lingga,Lingga,Indonesia,-0.21451,104.61824,22/03/2020 13:00,Rain,70
Ranai,Kepulauan Riau,Kabupaten Natuna,Natuna,Indonesia,3.9384,108.38401,22/03/2020 13:00,Scattered clouds,76
Batam,Kepulauan Riau,Kota Batam,Batam,Indonesia,1.1300779,104.0529207,22/03/2020 13:00,Thunderstorm,70
Tanjung Pinang,Kepulauan Riau,Kota Tanjungpinang,Tanjung pinang,Indonesia,0.91667,104.45833,22/03/2020 13:00,Thunderstorm,70
Liwa,Lampung,Kabupaten Lampung Barat,Lampung Barat,Indonesia,-5.03554,104.07595,22/03/2020 13:00,Rain,91
Kalianda,Lampung,Kabupaten Lampung Selatan,Lampung Selatan,Indonesia,-5.73805,105.5916,22/03/2020 13:00,Rain,62
Krui,Lampung,Kabupaten Pesisir Barat,Pesisir Barat,Indonesia,-5.18251,103.93746,22/03/2020 13:00,Rain,91
Bandar Lampung,Lampung,Kota Bandar Lampung,Bandar Lampung,Indonesia,-5.42917,105.26111,22/03/2020 13:00,Rain,62
Metro,Lampung,Kota Metro,Metro,Indonesia,-5.11306,105.30667,22/03/2020 13:00,Rain,85
Gunung Sugih,Lampung,Kabupaten Lampung Tengah,Lampung Tengah,Indonesia,-4.9753,105.21396,22/03/2020 13:00,Rain,69
Sukadana,Lampung,Kabupaten Lampung Timur,Lampung Timur,Indonesia,-1.25,109.95,22/03/2020 13:00,Scattered clouds,68
Kotabumi,Lampung,Kabupaten Lampung Utara,Lampung Utara,Indonesia,-4.82505,104.8817,22/03/2020 13:00,Rain,69
Gedong Tataan,Lampung,Kabupaten Pesawaran,Pesawaran,Indonesia,-5.3827,105.0955,22/03/2020 13:00,Rain,68
Pringsewu,Lampung,Kabupaten Pringsewu,Pringsewu,Indonesia,-5.35822,104.97441,22/03/2020 13:00,Rain,68
Kota Agung,Lampung,Kabupaten Tanggamus,Tanggamus,Indonesia,-5.50257,104.64538,22/03/2020 13:00,Rain,75
Menggala,Lampung,Kabupaten Tulang Bawang,Tulang Bawang,Indonesia,-4.47131,105.25214,22/03/2020 13:00,Rain,77
Blambangan Umpu,Lampung,Kabupaten Way Kanan,Way Kanan,Indonesia,-4.50263,104.51926,22/03/2020 13:00,Rain,63
Tiakur,Maluku,Kabupaten Maluku Barat Daya,Maluku Barat Daya,Indonesia,-8.15,127.795,22/03/2020 13:00,Clear sky,72
Piru,Maluku,Kabupaten Seram Bagian Barat,Seram Bagian Barat,Indonesia,-3.0618,128.1945,22/03/2020 13:00,Rain,71
Bula,Maluku,Kabupaten Seram Bagian Timur,Seram Bagian Timur,Indonesia,-3.1112,130.4954,22/03/2020 13:00,Rain,72
Ambon,Maluku,Kota Ambon,Ambon,Indonesia,-3.69583,128.18333,22/03/2020 13:00,Scattered clouds,79
Tual,Maluku,Kota Tual,Tual,Indonesia,-5.62878,132.75229,22/03/2020 13:00,Rain,79
Namlea,Maluku,Kabupaten Buru,Buru,Indonesia,-3.26194,127.09292,22/03/2020 13:00,Rain,66
Namrole,Maluku,Kabupaten Buru Selatan,Buru Selatan,Indonesia,-3.84548,126.72619,22/03/2020 13:00,Rain,71
Dobo,Maluku,Kabupaten Kepulauan Aru,Kepulauan Aru,Indonesia,-5.76092,134.23405,22/03/2020 13:00,Rain,75
Masohi,Maluku,Kabupaten Maluku Tengah,Maluku Tengah,Indonesia,-3.29833,128.96882,22/03/2020 13:00,Broken clouds,68
Langgur,Maluku,Kabupaten Maluku Tenggara,Maluku Tenggara,Indonesia,-5.66689,132.73762,22/03/2020 13:00,Rain,79
Daruba,Maluku Utara,Kabupaten Pulau Morotai,Pulau Morotai,Indonesia,2.05049,128.29398,22/03/2020 13:00,Rain,81
Ternate,Maluku Utara,Kota Ternate,Ternate,Indonesia,0.79065,127.38424,22/03/2020 13:00,Rain,88
Jailolo,Maluku Utara,Kabupaten Halmahera Barat,Halmahera Barat,Indonesia,1.06504,127.46786,22/03/2020 13:00,Rain,88
Weda,Maluku Utara,Kabupaten Halmahera Tengah,Halmahera Tengah,Indonesia,0.32952,127.87389,22/03/2020 13:00,Rain,87
Maba,Maluku Utara,Kabupaten Halmahera Timur,Halmahera Timur,Indonesia,0.7007,128.29197,22/03/2020 13:00,Rain,92
Labuha,Maluku Utara,Kabupaten Halmahera Selatan,Halmahera Selatan,Indonesia,-0.62546,127.47808,22/03/2020 13:00,Rain,73
Tobelo,Maluku Utara,Kabupaten Halmahera Utara,Halmahera Utara,Indonesia,1.72837,128.00948,22/03/2020 13:00,Broken clouds,68
Sanana,Maluku Utara,Kabupaten Kepulauan Sula,Kepulauan Sula,Indonesia,-2.05853,125.97786,22/03/2020 13:00,Rain,81
Bobong,Maluku Utara,Kabupaten Pulau Taliabu,Pulau Taliabu,Indonesia,-1.94625,124.38394,22/03/2020 13:00,Rain,85
Woha,Nusa Tenggara Barat,Kabupaten Bima,Bima,Indonesia,-8.61802,118.64788,22/03/2020 13:00,Rain,95
Gerung,Nusa Tenggara Barat,Kabupaten Lombok Barat,Lombok Barat,Indonesia,-8.683,116.1253,22/03/2020 13:00,Thunderstorm,78
Bima,Nusa Tenggara Barat,Kota Bima,Bima,Indonesia,-8.46006,118.72667,22/03/2020 13:00,Rain,83
Mataram,Nusa Tenggara Barat,Kota Mataram,Mataram,Indonesia,-8.58333,116.11667,22/03/2020 13:00,Thunderstorm,78
Dompu,Nusa Tenggara Barat,Kabupaten Dompu,Dompu,Indonesia,-8.5365,118.4634,22/03/2020 13:00,Rain,83
Praya,Nusa Tenggara Barat,Kabupaten Lombok Tengah,Lombok Tengah,Indonesia,-8.70536,116.27036,22/03/2020 13:00,Thunderstorm,78
Selong,Nusa Tenggara Barat,Kabupaten Lombok Timur,Lombok Timur,Indonesia,-8.6503,116.5318,22/03/2020 13:00,Thunderstorm,78
Tanjung,Nusa Tenggara Barat,Kabupaten Lombok Utara,Lombok Utara,Indonesia,-2.1709,115.4077,22/03/2020 13:00,Rain,60
Sumbawa Besar,Nusa Tenggara Barat,Kabupaten Sumbawa,Sumbawa,Indonesia,-8.49317,117.42024,22/03/2020 13:00,Rain,67
Taliwang,Nusa Tenggara Barat,Kabupaten Sumbawa Barat,Sumbawa Barat,Indonesia,-8.7449,116.8532,22/03/2020 13:00,Thunderstorm,78
Oelamasi,Nusa Tenggara Timur,Kabupaten Kupang,Kupang,Indonesia,-10.0642,123.8787,22/03/2020 13:00,Few clouds,49
Kupang,Nusa Tenggara Timur,Kota Kupang,Kupang,Indonesia,-10.17083,123.60694,22/03/2020 13:00,Few clouds,49
Kalabahi,Nusa Tenggara Timur,Kabupaten Alor,Alor,Indonesia,-8.2151,124.5458,22/03/2020 13:00,Broken clouds,66
Atambua,Nusa Tenggara Timur,Kabupaten Belu,Belu,Indonesia,-9.10611,124.8925,22/03/2020 13:00,Rain,78
Ende,Nusa Tenggara Timur,Kabupaten Ende,Ende,Indonesia,-8.8432,121.6623,22/03/2020 13:00,Rain,67
Larantuka,Nusa Tenggara Timur,Kabupaten Flores Timur,Flores Timur,Indonesia,-8.3468,122.9771,22/03/2020 13:00,Rain,73
Lewoleba,Nusa Tenggara Timur,Kabupaten Lembata,Lembata,Indonesia,-8.3723,123.418,22/03/2020 13:00,Rain,87
Betun,Nusa Tenggara Timur,Kabupaten Malaka,Malaka,Indonesia,-9.56722,124.9075,22/03/2020 13:00,Few clouds,67
Ruteng,Nusa Tenggara Timur,Kabupaten Manggarai,Manggarai,Indonesia,-8.61139,120.46444,22/03/2020 13:00,Rain,87
Labuan Bajo,Nusa Tenggara Timur,Kabupaten Manggarai Barat,Manggarai Barat,Indonesia,-8.4964,119.8877,22/03/2020 13:00,Rain,71
Borong,Nusa Tenggara Timur,Kabupaten Manggarai Timur,Manggarai Timur,Indonesia,-8.8125,120.60972,22/03/2020 13:00,Rain,65
Mbay,Nusa Tenggara Timur,Kabupaten Nagekeo,Nagekeo,Indonesia,-8.5613,121.2717,22/03/2020 13:00,Broken clouds,65
Bajawa,Nusa Tenggara Timur,Kabupaten Ngada,Ngada,Indonesia,-8.7848,120.9744,22/03/2020 13:00,Rain,70
Baa,Nusa Tenggara Timur,Kabupaten Rote Ndao,Rote Ndao,Indonesia,-10.7263,123.0492,22/03/2020 13:00,Clear sky,72
Seba,Nusa Tenggara Timur,Kabupaten Sabu Raijua,Sabu Raijua,Indonesia,-10.4933,121.8393,22/03/2020 13:00,Scattered clouds,70
Maumere,Nusa Tenggara Timur,Kabupaten Sikka,Sikka,Indonesia,-8.6199,122.2111,22/03/2020 13:00,Rain,79
Waikabubak,Nusa Tenggara Timur,Kabupaten Sumba Barat,Sumba Barat,Indonesia,-9.6475,119.3889,22/03/2020 13:00,Rain,91
Tambolaka,Nusa Tenggara Timur,Kabupaten Sumba Barat Daya,Sumba Barat Daya,Indonesia,-9.4283,119.238,22/03/2020 13:00,Rain,76
Waibakul,Nusa Tenggara Timur,Kabupaten Sumba Tengah,Sumba Tengah,Indonesia,-9.63556,119.41333,22/03/2020 13:00,Rain,92
Waingapu,Nusa Tenggara Timur,Kabupaten Sumba Timur,Sumba Timur,Indonesia,-9.6567,120.2641,22/03/2020 13:00,Rain,69
Soe,Nusa Tenggara Timur,Kabupaten Timor Tengah Selatan,Timor Tengah Selatan,Indonesia,-9.86071,124.28395,22/03/2020 13:00,Clear sky,59
Kefamenanu,Nusa Tenggara Timur,Kabupaten Timor Tengah Utara,Timor Tengah Utara,Indonesia,-9.44667,124.47806,22/03/2020 13:00,Rain,65
Jayapura,Papua,Kota Jayapura,Jayapura,Indonesia,-2.53371,140.71813,22/03/2020 13:00,Rain,69
Agats,Papua,Kabupaten Asmat,Asmat,Indonesia,-5.54505,138.13522,22/03/2020 13:00,Rain,76
Biak,Papua,Kabupaten Biak Numfor,Biak Numfor,Indonesia,-1.1767,136.082,22/03/2020 13:00,Rain,96
Tanah Merah,Papua,Kabupaten Boven Digoel,Boven Digoel,Indonesia,-6.09756,140.30649,22/03/2020 13:00,Rain,62
Tigi,Papua,Kabupaten Deiyai,Deiyai,Indonesia,-3.96667,136.26667,22/03/2020 13:00,Rain,99
Kigamani,Papua,Kabupaten Dogiyai,Dogiyai,Indonesia,-3.96139,135.94361,22/03/2020 13:00,Rain,99
Sugapa,Papua,Kabupaten Intan Jaya,Intan Jaya,Indonesia,-3.74306,137.05,22/03/2020 13:00,Rain,99
Sentani,Papua,Kabupaten Jayapura,Jayapura,Indonesia,-2.5691,140.5127,22/03/2020 13:00,Rain,69
Wamena,Papua,Kabupaten Jayawijaya,Jayawijaya,Indonesia,-4.09512,138.94492,22/03/2020 13:00,Rain,93
Waris,Papua,Kabupaten Keerom,Keerom,Indonesia,-3.11667,140.88333,22/03/2020 13:00,Rain,94
Serui,Papua,Kabupaten Kepulauan Yapen,Kepulauan Yapen,Indonesia,-1.8802,136.2426,22/03/2020 13:00,Rain,75
Tiom,Papua,Kabupaten Lanny Jaya,Lanny Jaya,Indonesia,-3.92361,138.45472,22/03/2020 13:00,Rain,99
Burmeso,Papua,Kabupaten Mamberamo Raya,Mamberamo Raya,Indonesia,-2.32611,138.04139,22/03/2020 13:00,Rain,96
Kobakma,Papua,Kabupaten Mamberamo Tengah,Mamberamo Tengah,Indonesia,-3.66417,139.065,22/03/2020 13:00,Rain,97
Kepi,Papua,Kabupaten Mappi,Mappi,Indonesia,-6.52461,139.32224,22/03/2020 13:00,Rain,95
Nabire,Papua,Kabupaten Nabire,Nabire,Indonesia,-3.35989,135.50074,22/03/2020 13:00,Broken clouds,74
Kenyam,Papua,Kabupaten Nduga,Nduga,Indonesia,-4.59972,138.38417,22/03/2020 13:00,Rain,96
Enarotali,Papua,Kabupaten Paniai,Paniai,Indonesia,-3.93032,136.37651,22/03/2020 13:00,Rain,99
Oksibil,Papua,Kabupaten Pegunungan Bintang,Pegunungan Bintang,Indonesia,-4.90417,140.62972,22/03/2020 13:00,Rain,99
Ilaga,Papua,Kabupaten Puncak,Puncak,Indonesia,-3.95,137.4,22/03/2020 13:00,Rain,99
Mulia,Papua,Kabupaten Puncak Jaya,Puncak Jaya,Indonesia,-3.71472,137.98528,22/03/2020 13:00,Rain,97
Sarmi,Papua,Kabupaten Sarmi,Sarmi,Indonesia,-1.85302,138.75093,22/03/2020 13:00,Rain,88
Sorendiweri,Papua,Kabupaten Supiori,Supiori,Indonesia,-0.73389,135.73611,22/03/2020 13:00,Rain,78
Karubaga,Papua,Kabupaten Tolikara,Tolikara,Indonesia,-3.6994,138.4579,22/03/2020 13:00,Rain,99
Botawa,Papua,Kabupaten Waropen,Waropen,Indonesia,-2.21,136.44722,22/03/2020 13:00,Rain,77
Sumohai,Papua,Kabupaten Yahukimo,Yahukimo,Indonesia,-4.68944,139.35472,22/03/2020 13:00,Rain,99
Elelim,Papua,Kabupaten Yalimo,Yalimo,Indonesia,-3.759,139.7075,22/03/2020 13:00,Rain,97
Aimas,Papua Barat,Kabupaten Sorong,Sorong,Indonesia,-0.95698,131.33535,22/03/2020 13:00,Rain,95
Sorong,Papua Barat,Kota Sorong,Sorong,Indonesia,-0.87956,131.26104,22/03/2020 13:00,Rain,95
Fakfak,Papua Barat,Kabupaten Fakfak,Fakfak,Indonesia,-2.92481,132.29813,22/03/2020 13:00,Rain,95
Kaimana,Papua Barat,Kabupaten Kaimana,Kaimana,Indonesia,-3.6635,133.7649,22/03/2020 13:00,Rain,99
Manokwari,Papua Barat,Kabupaten Manokwari,Manokwari,Indonesia,-0.86291,134.06402,22/03/2020 13:00,Rain,94
Ransiki,Papua Barat,Kabupaten Manokwari Selatan,Manokwari Selatan,Indonesia,-1.5083,134.1708,22/03/2020 13:00,Rain,98
Kumurkek,Papua Barat,Kabupaten Maybrat,Maybrat,Indonesia,-1.25667,132.49972,22/03/2020 13:00,Rain,96
